h	k	l	d(Å)	F(real)	F(imag)	|F|	2θ	I	M	ID(λ)	Phase
-1	5	4	0.99836	0.768453	0.035625	0.769278	100.98873	0.00029	1	1	1
-5	1	4	0.99836	-0.768459	-0.035618	0.769284	100.98873	0.00029	1	1	1
1	-5	-4	0.99836	0.768453	0.035616	0.769278	100.98873	0.00029	1	1	1
-1	-5	4	0.99836	-0.768453	-0.035617	0.769278	100.98873	0.00029	1	1	1
-5	-1	4	0.99836	0.768456	0.035623	0.769282	100.98873	0.00029	1	1	1
-1	5	-4	0.99836	-0.768452	-0.035622	0.769278	100.98873	0.00029	1	1	1
-5	-1	-4	0.99836	-0.768455	-0.035615	0.76928	100.98873	0.00029	1	1	1
3	3	6	0.986718	-7.136989	-0.080892	7.13745	102.64311	0.02519	1	1	1
3	-3	6	0.986718	7.136992	0.080895	7.13745	102.64311	0.02519	1	1	1
3	3	-6	0.986718	7.136998	0.080892	7.13746	102.64311	0.02519	1	1	1
3	-3	-6	0.986718	-7.136993	-0.080895	7.13745	102.64311	0.02519	1	1	1
-3	-3	6	0.986718	7.136998	0.080899	7.13746	102.64311	0.02519	1	1	1
-3	3	-6	0.986718	7.136992	0.080896	7.13745	102.64311	0.02519	1	1	1
-3	-3	-6	0.986718	-7.136989	-0.080899	7.13745	102.64311	0.02519	1	1	1
-3	3	6	0.986718	-7.136993	-0.080896	7.13745	102.64311	0.02519	1	1	1
2	3	-7	0.976524	-22.611125	-8.835099	24.276	104.14977	0.29344	1	1	1
2	3	7	0.976524	22.611124	8.835093	24.276	104.14977	0.29344	1	1	1
3	-2	-7	0.976524	-22.611122	-8.835094	24.2759	104.14977	0.29344	1	1	1
3	-2	7	0.976524	-22.611122	-8.835098	24.276	104.14977	0.29344	1	1	1
2	-3	7	0.976524	-22.611125	-8.835098	24.276	104.14977	0.29344	1	1	1
-2	3	-7	0.976524	-22.611125	-8.835095	24.276	104.14977	0.29344	1	1	1
-2	-3	-7	0.976524	22.611124	8.8351	24.276	104.14977	0.29344	1	1	1
2	-3	-7	0.976524	22.611124	8.8351	24.276	104.14977	0.29344	1	1	1
-2	-3	7	0.976524	-22.611125	-8.835094	24.276	104.14977	0.29344	1	1	1
-2	3	7	0.976524	22.611124	8.835093	24.276	104.14977	0.29344	1	1	1
-3	2	7	0.976524	-22.611122	-8.835099	24.276	104.14977	0.29344	1	1	1
-3	2	-7	0.976524	-22.611122	-8.835096	24.276	104.14977	0.29344	1	1	1
3	2	7	0.976524	-22.611116	-8.835095	24.2759	104.14977	0.29344	1	1	1
3	2	-7	0.976524	-22.611122	-8.835096	24.276	104.14977	0.29344	1	1	1
-3	-2	7	0.976524	-22.611122	-8.835097	24.276	104.14977	0.29344	1	1	1
-3	-2	-7	0.976524	-22.611116	-8.835098	24.2759	104.14977	0.29344	1	1	1
-3	5	-2	0.959497	-0.213205	0.008677	0.213382	106.79916	2e-05	1	1	1
5	-3	2	0.959497	0.213204	-0.008674	0.213381	106.79916	2e-05	1	1	1
5	-3	-2	0.959497	-0.213205	0.008671	0.213381	106.79916	2e-05	1	1	1
5	3	-2	0.959497	0.213203	-0.008666	0.213379	106.79916	2e-05	1	1	1
5	3	2	0.959497	-0.2132	0.008676	0.213376	106.79916	2e-05	1	1	1
3	5	-2	0.959497	-0.213207	0.008681	0.213383	106.79916	2e-05	1	1	1
3	5	2	0.959497	0.213206	-0.008672	0.213382	106.79916	2e-05	1	1	1
-5	3	2	0.959497	-0.213205	0.008677	0.213381	106.79916	2e-05	1	1	1
-3	5	2	0.959497	0.213204	-0.008678	0.213381	106.79916	2e-05	1	1	1
-5	-3	-2	0.959497	-0.2132	0.008672	0.213376	106.79916	2e-05	1	1	1
-5	3	-2	0.959497	0.213204	-0.008674	0.213381	106.79916	2e-05	1	1	1
-3	-5	-2	0.959497	0.213206	-0.008676	0.213382	106.79916	2e-05	1	1	1
3	-5	-2	0.959497	0.213204	-0.008669	0.21338	106.79916	2e-05	1	1	1
-5	-3	2	0.959497	0.213203	-0.008682	0.21338	106.79916	2e-05	1	1	1
3	-5	2	0.959497	-0.213205	0.008671	0.213382	106.79916	2e-05	1	1	1
-3	-5	2	0.959497	-0.213207	0.008667	0.213383	106.79916	2e-05	1	1	1
-4	2	-6	0.958768	40.722624	17.662484	44.388	106.91643	0.99921	1	1	1
4	2	6	0.958768	40.722628	17.662474	44.388	106.91643	0.99921	1	1	1
4	2	-6	0.958768	40.722618	17.662483	44.388	106.91643	0.99921	1	1	1
4	-2	6	0.958768	40.722624	17.662468	44.388	106.91643	0.99921	1	1	1
4	-2	-6	0.958768	40.722621	17.66248	44.388	106.91643	0.99921	1	1	1
2	4	6	0.958768	40.722627	17.662473	44.388	106.91643	0.99921	1	1	1
2	-4	6	0.958768	40.722623	17.662475	44.388	106.91643	0.99921	1	1	1
2	4	-6	0.958768	40.722618	17.66248	44.388	106.91643	0.99921	1	1	1
-2	4	-6	0.958768	40.722623	17.662478	44.388	106.91643	0.99921	1	1	1
2	-4	-6	0.958768	40.722628	17.662481	44.388	106.91643	0.99921	1	1	1
-4	-2	-6	0.958768	40.722628	17.662479	44.388	106.91643	0.99921	1	1	1
-4	-2	6	0.958768	40.722618	17.66247	44.388	106.91643	0.99921	1	1	1
-2	-4	6	0.958768	40.722618	17.662472	44.388	106.91643	0.99921	1	1	1
-2	-4	-6	0.958768	40.722627	17.662479	44.388	106.91643	0.99921	1	1	1
-4	2	6	0.958768	40.722621	17.662472	44.388	106.91643	0.99921	1	1	1
-2	4	6	0.958768	40.722628	17.662472	44.388	106.91643	0.99921	1	1	1
4	-3	-5	0.956516	45.879276	9.164254	46.7856	107.28126	1.11329	1	1	1
-3	-4	5	0.956516	-45.879276	-9.164248	46.7856	107.28126	1.11329	1	1	1
4	3	5	0.956516	45.879278	9.164252	46.7856	107.28126	1.11329	1	1	1
4	3	-5	0.956516	-45.879279	-9.164253	46.7856	107.28126	1.11329	1	1	1
3	4	-5	0.956516	-45.879276	-9.164253	46.7856	107.28126	1.11329	1	1	1
3	4	5	0.956516	-45.879281	-9.16425	46.7856	107.28126	1.11329	1	1	1
-3	4	5	0.956516	-45.879281	-9.164249	46.7856	107.28126	1.11329	1	1	1
3	-4	-5	0.956516	-45.879281	-9.164253	46.7856	107.28126	1.11329	1	1	1
3	-4	5	0.956516	-45.879277	-9.16425	46.7856	107.28126	1.11329	1	1	1
-3	-4	-5	0.956516	-45.879281	-9.164251	46.7856	107.28126	1.11329	1	1	1
-3	4	-5	0.956516	-45.879277	-9.164251	46.7856	107.28126	1.11329	1	1	1
4	-3	5	0.956516	-45.879278	-9.164252	46.7856	107.28126	1.11329	1	1	1
-4	-3	-5	0.956516	45.879278	9.16425	46.7856	107.28126	1.11329	1	1	1
5	0	-5	0.956516	-40.361042	-9.032932	41.3595	107.28126	0.87003	1	1	1
-4	-3	5	0.956516	-45.879279	-9.164249	46.7856	107.28126	1.11329	1	1	1
-5	0	5	0.956516	-40.361042	-9.032936	41.3595	107.28126	0.87003	1	1	1
0	-5	5	0.956516	40.361046	9.032932	41.3595	107.28126	0.87003	1	1	1
0	-5	-5	0.956516	-40.361048	-9.032937	41.3595	107.28126	0.87003	1	1	1
-5	0	-5	0.956516	-40.361048	-9.032937	41.3595	107.28126	0.87003	1	1	1
5	0	5	0.956516	-40.361048	-9.032932	41.3595	107.28126	0.87003	1	1	1
0	5	-5	0.956516	40.361046	9.032937	41.3595	107.28126	0.87003	1	1	1
-4	3	-5	0.956516	-45.879278	-9.16425	46.7856	107.28126	1.11329	1	1	1
0	5	5	0.956516	-40.361048	-9.032932	41.3595	107.28126	0.87003	1	1	1
-4	3	5	0.956516	45.879276	9.164247	46.7856	107.28126	1.11329	1	1	1
-6	0	0	0.95625	5.204669	0.036437	5.2048	107.32463	0.01378	1	1	1
0	-6	0	0.95625	-5.204666	-0.036431	5.20479	107.32463	0.01378	1	1	1
6	0	0	0.95625	5.204669	0.036437	5.2048	107.32463	0.01378	1	1	1
0	6	0	0.95625	-5.204666	-0.036442	5.20479	107.32463	0.01378	1	1	1
-2	2	-8	0.95481	79.679641	18.260338	81.7452	107.55992	3.40646	1	1	1
2	-2	-8	0.95481	79.679641	18.260338	81.7452	107.55992	3.40646	1	1	1
2	2	-8	0.95481	79.679641	18.260341	81.7452	107.55992	3.40646	1	1	1
2	-2	8	0.95481	79.679641	18.260343	81.7452	107.55992	3.40646	1	1	1
-2	2	8	0.95481	79.679641	18.260343	81.7452	107.55992	3.40646	1	1	1
-2	-2	8	0.95481	79.679641	18.26034	81.7452	107.55992	3.40646	1	1	1
2	2	8	0.95481	79.679645	18.260344	81.7453	107.55992	3.40646	1	1	1
-2	-2	-8	0.95481	79.679645	18.260337	81.7452	107.55992	3.40646	1	1	1
1	0	9	0.948703	-48.944879	-9.162897	49.7952	108.57316	1.27527	1	1	1
0	1	-9	0.948703	48.944878	9.162882	49.7952	108.57316	1.27527	1	1	1
-1	0	-9	0.948703	-48.94488	-9.162883	49.7952	108.57316	1.27527	1	1	1
0	1	9	0.948703	-48.94488	-9.162894	49.7952	108.57316	1.27527	1	1	1
1	0	-9	0.948703	-48.94488	-9.162882	49.7952	108.57316	1.27527	1	1	1
0	-1	9	0.948703	48.944877	9.162898	49.7952	108.57316	1.27527	1	1	1
0	-1	-9	0.948703	-48.944881	-9.162886	49.7952	108.57316	1.27527	1	1	1
-1	0	9	0.948703	-48.944879	-9.162898	49.7952	108.57316	1.27527	1	1	1
6	1	-1	0.93769	-34.905229	-8.996831	36.0461	110.467	0.68092	1	1	1
1	6	1	0.93769	-34.905223	-8.996829	36.046	110.467	0.68092	1	1	1
6	1	1	0.93769	34.905226	8.996831	36.0461	110.467	0.68092	1	1	1
1	6	-1	0.93769	-34.905218	-8.996829	36.046	110.467	0.68092	1	1	1
6	-1	-1	0.93769	34.905229	8.996831	36.0461	110.467	0.68092	1	1	1
-1	6	1	0.93769	-34.905222	-8.996829	36.046	110.467	0.68092	1	1	1
1	-6	1	0.93769	-34.905223	-8.996834	36.046	110.467	0.68092	1	1	1
6	-1	1	0.93769	-34.905229	-8.996831	36.0461	110.467	0.68092	1	1	1
1	-6	-1	0.93769	-34.905222	-8.996833	36.046	110.467	0.68092	1	1	1
-6	1	1	0.93769	34.905229	8.996832	36.0461	110.467	0.68092	1	1	1
-1	-6	1	0.93769	-34.905218	-8.996833	36.046	110.467	0.68092	1	1	1
-1	-6	-1	0.93769	-34.905222	-8.996834	36.046	110.467	0.68092	1	1	1
-6	-1	-1	0.93769	34.905226	8.996832	36.0461	110.467	0.68092	1	1	1
-6	1	-1	0.93769	-34.905229	-8.996832	36.0461	110.467	0.68092	1	1	1
-6	-1	1	0.93769	-34.905229	-8.996831	36.0461	110.467	0.68092	1	1	1
-1	6	-1	0.93769	-34.905223	-8.996828	36.046	110.467	0.68092	1	1	1
0	6	2	0.933738	41.938707	17.484024	45.4373	111.16881	1.09026	1	1	1
6	0	-2	0.933738	41.938704	17.484023	45.4373	111.16881	1.09026	1	1	1
6	0	2	0.933738	41.938708	17.484015	45.4373	111.16881	1.09026	1	1	1
0	-6	2	0.933738	41.938703	17.484017	45.4373	111.16881	1.09026	1	1	1
-6	0	2	0.933738	41.938704	17.484018	45.4373	111.16881	1.09026	1	1	1
-6	0	-2	0.933738	41.938708	17.484027	45.4373	111.16881	1.09026	1	1	1
0	6	-2	0.933738	41.938703	17.484024	45.4373	111.16881	1.09026	1	1	1
0	-6	-2	0.933738	41.938707	17.484017	45.4373	111.16881	1.09026	1	1	1
1	-3	8	0.929417	-3.944949	-0.06626	3.9455	111.9503	0.00829	1	1	1
3	-1	8	0.929417	-3.94495	-0.066261	3.94551	111.9503	0.00829	1	1	1
3	1	8	0.929417	3.944952	0.066259	3.94551	111.9503	0.00829	1	1	1
-1	3	-8	0.929417	-3.944948	-0.066264	3.9455	111.9503	0.00829	1	1	1
1	3	8	0.929417	3.944961	0.066268	3.94552	111.9503	0.00829	1	1	1
3	1	-8	0.929417	-3.944949	-0.066263	3.94551	111.9503	0.00829	1	1	1
1	-3	-8	0.929417	3.94496	0.066257	3.94552	111.9503	0.00829	1	1	1
3	-1	-8	0.929417	3.944949	0.066259	3.94551	111.9503	0.00829	1	1	1
-1	-3	-8	0.929417	3.944961	0.066256	3.94552	111.9503	0.00829	1	1	1
-3	-1	8	0.929417	-3.944949	-0.066261	3.94551	111.9503	0.00829	1	1	1
-1	-3	8	0.929417	-3.94495	-0.06626	3.94551	111.9503	0.00829	1	1	1
-1	3	8	0.929417	3.94496	0.066267	3.94552	111.9503	0.00829	1	1	1
-3	1	8	0.929417	3.944949	0.066264	3.94551	111.9503	0.00829	1	1	1
-3	1	-8	0.929417	-3.94495	-0.066263	3.94551	111.9503	0.00829	1	1	1
-3	-1	-8	0.929417	3.944952	0.066265	3.94551	111.9503	0.00829	1	1	1
1	3	-8	0.929417	-3.94495	-0.066263	3.94551	111.9503	0.00829	1	1	1
1	-4	-7	0.924433	-22.178305	-8.758692	23.8452	112.87088	0.30636	1	1	1
4	1	-7	0.924433	-22.178304	-8.758693	23.8452	112.87088	0.30636	1	1	1
1	4	7	0.924433	-22.178305	-8.758687	23.8452	112.87088	0.30636	1	1	1
4	-1	7	0.924433	-22.178301	-8.758688	23.8452	112.87088	0.30636	1	1	1
4	1	7	0.924433	22.178303	8.758686	23.8452	112.87088	0.30636	1	1	1
4	-1	-7	0.924433	22.178302	8.75869	23.8452	112.87088	0.30636	1	1	1
-1	-4	7	0.924433	-22.178301	-8.758688	23.8452	112.87088	0.30636	1	1	1
1	4	-7	0.924433	-22.178301	-8.75869	23.8452	112.87088	0.30636	1	1	1
1	-4	7	0.924433	-22.178301	-8.758688	23.8452	112.87088	0.30636	1	1	1
-1	4	7	0.924433	-22.178305	-8.758686	23.8452	112.87088	0.30636	1	1	1
-1	-4	-7	0.924433	-22.178305	-8.758691	23.8452	112.87088	0.30636	1	1	1
-4	1	7	0.924433	22.178302	8.758687	23.8452	112.87088	0.30636	1	1	1
-4	-1	7	0.924433	-22.178304	-8.758685	23.8452	112.87088	0.30636	1	1	1
-1	4	-7	0.924433	-22.178301	-8.75869	23.8452	112.87088	0.30636	1	1	1
-4	-1	-7	0.924433	22.178303	8.758692	23.8452	112.87088	0.30636	1	1	1
-4	1	-7	0.924433	-22.178301	-8.75869	23.8452	112.87088	0.30636	1	1	1
4	4	-4	0.918415	90.003214	18.194689	91.8239	114.01109	4.61002	1	1	1
4	-4	-4	0.918415	90.003214	18.194689	91.8239	114.01109	4.61002	1	1	1
4	4	4	0.918415	90.003217	18.19469	91.8239	114.01109	4.61002	1	1	1
-4	4	4	0.918415	90.003214	18.19469	91.8239	114.01109	4.61002	1	1	1
-4	-4	-4	0.918415	90.003217	18.194689	91.8239	114.01109	4.61002	1	1	1
-4	4	-4	0.918415	90.003213	18.194689	91.8239	114.01109	4.61002	1	1	1
-4	-4	4	0.918415	90.003214	18.19469	91.8239	114.01109	4.61002	1	1	1
4	-4	4	0.918415	90.003213	18.19469	91.8239	114.01109	4.61002	1	1	1
-2	5	5	0.907406	43.151733	9.085022	44.0977	116.18436	1.09603	1	1	1
5	-2	-5	0.907406	-43.151729	-9.085024	44.0977	116.18436	1.09603	1	1	1
5	2	5	0.907406	-43.151731	-9.085023	44.0977	116.18436	1.09603	1	1	1
5	-2	5	0.907406	-43.151735	-9.085023	44.0977	116.18436	1.09603	1	1	1
2	5	5	0.907406	43.151734	9.085022	44.0977	116.18436	1.09603	1	1	1
5	2	-5	0.907406	-43.151735	-9.085025	44.0977	116.18436	1.09603	1	1	1
2	-5	5	0.907406	-43.151733	-9.085022	44.0977	116.18436	1.09603	1	1	1
2	-5	-5	0.907406	43.151733	9.085023	44.0977	116.18436	1.09603	1	1	1
2	5	-5	0.907406	-43.151734	-9.085024	44.0977	116.18436	1.09603	1	1	1
-2	-5	5	0.907406	-43.151734	-9.08502	44.0977	116.18436	1.09603	1	1	1
-2	-5	-5	0.907406	43.151734	9.085023	44.0977	116.18436	1.09603	1	1	1
-2	5	-5	0.907406	-43.151733	-9.085022	44.0977	116.18436	1.09603	1	1	1
-5	2	-5	0.907406	-43.151735	-9.085022	44.0977	116.18436	1.09603	1	1	1
-5	2	5	0.907406	-43.151729	-9.08502	44.0977	116.18436	1.09603	1	1	1
-5	-2	5	0.907406	-43.151735	-9.085019	44.0977	116.18436	1.09603	1	1	1
-5	-2	-5	0.907406	-43.151731	-9.085021	44.0977	116.18436	1.09603	1	1	1
2	-6	0	0.907178	95.235597	18.173731	96.9541	116.23052	5.30176	1	1	1
6	2	0	0.907178	95.235595	18.173724	96.9541	116.23052	5.30176	1	1	1
-2	6	0	0.907178	95.235597	18.173716	96.9541	116.23052	5.30176	1	1	1
6	-2	0	0.907178	95.235593	18.173724	96.9541	116.23052	5.30176	1	1	1
-2	-6	0	0.907178	95.235598	18.173726	96.9541	116.23052	5.30176	1	1	1
-6	-2	0	0.907178	95.235595	18.173724	96.9541	116.23052	5.30176	1	1	1
2	6	0	0.907178	95.235598	18.173721	96.9541	116.23052	5.30176	1	1	1
-6	2	0	0.907178	95.235593	18.173724	96.9541	116.23052	5.30176	1	1	1
-1	2	9	0.900727	-48.849094	-9.064422	49.683	117.56236	1.42064	1	1	1
2	-1	9	0.900727	-48.849082	-9.064441	49.683	117.56236	1.42064	1	1	1
2	1	-9	0.900727	-48.849086	-9.064422	49.683	117.56236	1.42064	1	1	1
2	1	9	0.900727	48.849081	9.06444	49.683	117.56236	1.42064	1	1	1
-1	2	-9	0.900727	-48.849093	-9.064431	49.683	117.56236	1.42064	1	1	1
1	2	-9	0.900727	-48.84909	-9.064426	49.683	117.56236	1.42064	1	1	1
1	-2	-9	0.900727	-48.849094	-9.064438	49.683	117.56236	1.42064	1	1	1
1	2	9	0.900727	-48.849095	-9.064421	49.683	117.56236	1.42064	1	1	1
2	-1	-9	0.900727	48.849083	9.064426	49.683	117.56236	1.42064	1	1	1
1	-2	9	0.900727	-48.849094	-9.064428	49.683	117.56236	1.42064	1	1	1
-1	-2	9	0.900727	-48.84909	-9.064433	49.683	117.56236	1.42064	1	1	1
-1	-2	-9	0.900727	-48.849094	-9.064439	49.683	117.56236	1.42064	1	1	1
-2	1	-9	0.900727	-48.849083	-9.064419	49.683	117.56236	1.42064	1	1	1
-2	1	9	0.900727	48.849083	9.064434	49.683	117.56236	1.42064	1	1	1
-2	-1	9	0.900727	-48.849086	-9.064437	49.683	117.56236	1.42064	1	1	1
-2	-1	-9	0.900727	48.849081	9.064419	49.683	117.56236	1.42064	1	1	1
1	6	-3	0.896563	-27.024456	-8.809357	28.424	118.44605	0.47156	1	1	1
6	-1	3	0.896563	27.024456	8.809356	28.424	118.44605	0.47156	1	1	1
-1	-6	3	0.896563	-27.024456	-8.80936	28.424	118.44605	0.47156	1	1	1
-1	6	-3	0.896563	-27.024458	-8.809358	28.424	118.44605	0.47157	1	1	1
6	1	-3	0.896563	27.024459	8.809357	28.424	118.44605	0.47157	1	1	1
6	-1	-3	0.896563	-27.024457	-8.809357	28.424	118.44605	0.47156	1	1	1
-6	1	-3	0.896563	27.024456	8.80936	28.424	118.44605	0.47156	1	1	1
1	-6	3	0.896563	-27.024458	-8.809359	28.424	118.44605	0.47157	1	1	1
-6	1	3	0.896563	-27.024457	-8.80936	28.424	118.44605	0.47156	1	1	1
6	1	3	0.896563	-27.024452	-8.809359	28.424	118.44605	0.47156	1	1	1
1	6	3	0.896563	-27.024458	-8.809357	28.424	118.44605	0.47156	1	1	1
1	-6	-3	0.896563	-27.024457	-8.809359	28.424	118.44605	0.47156	1	1	1
-1	6	3	0.896563	-27.024457	-8.809358	28.424	118.44605	0.47156	1	1	1
-1	-6	-3	0.896563	-27.024458	-8.80936	28.424	118.44605	0.47157	1	1	1
-6	-1	-3	0.896563	-27.024452	-8.809358	28.424	118.44605	0.47156	1	1	1
-6	-1	3	0.896563	27.024459	8.80936	28.424	118.44605	0.47157	1	1	1
-5	3	4	0.89575	1.332092	0.070657	1.33396	118.62094	0.00104	1	1	1
5	-3	-4	0.89575	1.332092	0.07066	1.33396	118.62094	0.00104	1	1	1
5	-3	4	0.89575	-1.332089	-0.070655	1.33396	118.62094	0.00104	1	1	1
5	3	-4	0.89575	-1.332089	-0.070659	1.33396	118.62094	0.00104	1	1	1
-3	5	4	0.89575	1.33209	0.07066	1.33396	118.62094	0.00104	1	1	1
3	-5	-4	0.89575	1.33209	0.070657	1.33396	118.62094	0.00104	1	1	1
3	-5	4	0.89575	-1.332088	-0.070657	1.33396	118.62094	0.00104	1	1	1
3	5	-4	0.89575	-1.332088	-0.070659	1.33396	118.62094	0.00104	1	1	1
-3	-5	4	0.89575	-1.332088	-0.070657	1.33396	118.62094	0.00104	1	1	1
-5	3	-4	0.89575	-1.332089	-0.070662	1.33396	118.62094	0.00104	1	1	1
-5	-3	4	0.89575	-1.332089	-0.070657	1.33396	118.62094	0.00104	1	1	1
-3	5	-4	0.89575	-1.332088	-0.07066	1.33396	118.62094	0.00104	1	1	1
5	3	4	0.89575	1.332087	0.070663	1.33396	118.62094	0.00104	1	1	1
3	5	4	0.89575	1.332089	0.070664	1.33396	118.62094	0.00104	1	1	1
-3	-5	-4	0.89575	1.33209	0.070653	1.33396	118.62094	0.00104	1	1	1
-5	-3	-4	0.89575	1.332087	0.070654	1.33396	118.62094	0.00104	1	1	1
-4	5	1	0.891286	-23.404449	-8.760565	24.9903	119.59501	0.3715	1	1	1
5	-4	-1	0.891286	-23.404454	-8.760567	24.9903	119.59501	0.3715	1	1	1
5	-4	1	0.891286	-23.404447	-8.760566	24.9903	119.59501	0.3715	1	1	1
5	4	1	0.891286	-23.404461	-8.760566	24.9903	119.59501	0.3715	1	1	1
5	4	-1	0.891286	-23.404458	-8.760566	24.9903	119.59501	0.3715	1	1	1
4	5	-1	0.891286	23.404457	8.760565	24.9903	119.59501	0.3715	1	1	1
4	5	1	0.891286	-23.404459	-8.760565	24.9903	119.59501	0.3715	1	1	1
4	-5	-1	0.891286	-23.404449	-8.760568	24.9903	119.59501	0.3715	1	1	1
4	-5	1	0.891286	23.404454	8.760568	24.9903	119.59501	0.3715	1	1	1
-4	-5	-1	0.891286	-23.404459	-8.760568	24.9903	119.59501	0.3715	1	1	1
-4	5	-1	0.891286	23.404454	8.760565	24.9903	119.59501	0.3715	1	1	1
-4	-5	1	0.891286	23.404457	8.760568	24.9903	119.59501	0.3715	1	1	1
-5	-4	-1	0.891286	-23.404461	-8.760567	24.9903	119.59501	0.3715	1	1	1
-5	-4	1	0.891286	-23.404458	-8.760567	24.9903	119.59501	0.3715	1	1	1
-5	4	1	0.891286	-23.404454	-8.760566	24.9903	119.59501	0.3715	1	1	1
-5	4	-1	0.891286	-23.404447	-8.760566	24.9903	119.59501	0.3715	1	1	1
-2	6	2	0.88789	1.208858	0.029821	1.20923	120.35229	0.00088	1	1	1
6	2	2	0.88789	-1.20886	-0.029817	1.20923	120.35229	0.00088	1	1	1
6	2	-2	0.88789	-1.208863	-0.029828	1.20923	120.35229	0.00088	1	1	1
2	6	2	0.88789	1.208856	0.029827	1.20922	120.35229	0.00088	1	1	1
2	6	-2	0.88789	1.208859	0.029825	1.20923	120.35229	0.00088	1	1	1
2	-6	-2	0.88789	1.208858	0.029825	1.20923	120.35229	0.00088	1	1	1
6	-2	2	0.88789	-1.208862	-0.029825	1.20923	120.35229	0.00088	1	1	1
6	-2	-2	0.88789	-1.208859	-0.029826	1.20923	120.35229	0.00088	1	1	1
-6	2	2	0.88789	-1.208859	-0.02982	1.20923	120.35229	0.00088	1	1	1
2	-6	2	0.88789	1.208859	0.029822	1.20923	120.35229	0.00088	1	1	1
-2	6	-2	0.88789	1.208859	0.029824	1.20923	120.35229	0.00088	1	1	1
-2	-6	-2	0.88789	1.208856	0.029819	1.20922	120.35229	0.00088	1	1	1
-2	-6	2	0.88789	1.208859	0.029821	1.20923	120.35229	0.00088	1	1	1
-6	-2	-2	0.88789	-1.20886	-0.029828	1.20923	120.35229	0.00088	1	1	1
-6	2	-2	0.88789	-1.208862	-0.02982	1.20923	120.35229	0.00088	1	1	1
-6	-2	2	0.88789	-1.208864	-0.029817	1.20923	120.35229	0.00088	1	1	1
1	5	6	0.887313	-8.537965	-0.078328	8.53832	120.48244	0.04403	1	1	1
1	5	-6	0.887313	8.537977	0.07833	8.53834	120.48244	0.04403	1	1	1
1	-5	6	0.887313	8.537978	0.078337	8.53834	120.48244	0.04403	1	1	1
5	-1	-6	0.887313	-8.537981	-0.078338	8.53834	120.48244	0.04403	1	1	1
5	1	6	0.887313	-8.53797	-0.078331	8.53833	120.48244	0.04403	1	1	1
5	1	-6	0.887313	8.537978	0.078336	8.53834	120.48244	0.04403	1	1	1
5	-1	6	0.887313	8.537979	0.078335	8.53834	120.48244	0.04403	1	1	1
-1	5	6	0.887313	-8.537967	-0.078324	8.53833	120.48244	0.04403	1	1	1
-1	-5	-6	0.887313	-8.537965	-0.078342	8.53832	120.48244	0.04403	1	1	1
1	-5	-6	0.887313	-8.537967	-0.078346	8.53833	120.48244	0.04403	1	1	1
-5	1	6	0.887313	-8.537981	-0.078332	8.53834	120.48244	0.04403	1	1	1
-1	-5	6	0.887313	8.537976	0.07834	8.53834	120.48244	0.04403	1	1	1
-5	1	-6	0.887313	8.537979	0.078335	8.53834	120.48244	0.04403	1	1	1
-5	-1	6	0.887313	8.537978	0.078334	8.53834	120.48244	0.04403	1	1	1
-5	-1	-6	0.887313	-8.53797	-0.078338	8.53833	120.48244	0.04403	1	1	1
-1	5	-6	0.887313	8.537978	0.078333	8.53834	120.48244	0.04403	1	1	1
0	6	4	0.874684	-0.993877	-0.03083	0.994355	123.44333	0.00063	1	1	1
0	6	-4	0.874684	-0.993883	-0.030841	0.994361	123.44333	0.00063	1	1	1
6	0	4	0.874684	0.993883	0.03084	0.994362	123.44333	0.00063	1	1	1
6	0	-4	0.874684	0.993884	0.030837	0.994362	123.44333	0.00063	1	1	1
-6	0	4	0.874684	0.993884	0.030837	0.994362	123.44333	0.00063	1	1	1
0	-6	4	0.874684	-0.993883	-0.030832	0.994361	123.44333	0.00063	1	1	1
-6	0	-4	0.874684	0.993883	0.030833	0.994362	123.44333	0.00063	1	1	1
0	-6	-4	0.874684	-0.993877	-0.030842	0.994355	123.44333	0.00063	1	1	1
-4	0	-8	0.863894	72.98477	17.789635	75.1216	126.16409	3.79841	1	1	1
-4	0	8	0.863894	72.984771	17.789637	75.1216	126.16409	3.79841	1	1	1
0	-4	-8	0.863894	72.984776	17.789642	75.1216	126.16409	3.79841	1	1	1
0	-4	8	0.863894	72.984771	17.789637	75.1216	126.16409	3.79841	1	1	1
0	4	-8	0.863894	72.984771	17.789637	75.1216	126.16409	3.79841	1	1	1
0	4	8	0.863894	72.984776	17.789632	75.1216	126.16409	3.79841	1	1	1
4	0	8	0.863894	72.98477	17.789639	75.1216	126.16409	3.79841	1	1	1
4	0	-8	0.863894	72.984771	17.789637	75.1216	126.16409	3.79841	1	1	1
0	-3	-9	0.859363	46.074972	8.972068	46.9404	127.36656	1.52099	1	1	1
3	0	9	0.859363	-46.074991	-8.972088	46.9404	127.36656	1.52099	1	1	1
3	0	-9	0.859363	-46.074986	-8.97208	46.9404	127.36656	1.52099	1	1	1
0	3	9	0.859363	46.074972	8.972088	46.9404	127.36656	1.52099	1	1	1
-3	0	-9	0.859363	-46.074992	-8.97207	46.9404	127.36656	1.52099	1	1	1
0	3	-9	0.859363	-46.074976	-8.97207	46.9404	127.36656	1.52099	1	1	1
-3	0	9	0.859363	-46.074986	-8.972077	46.9404	127.36656	1.52099	1	1	1
0	-3	9	0.859363	-46.074976	-8.972086	46.9404	127.36656	1.52099	1	1	1
